Term, Frequency
dreary, 1
dripped, 1










drought, 26

drunk, 25

drunken, 1
dubious, 5



dull, 3

dumb, 2

dump, 19
dumped, 8
dumping, 7
dumps, 2


dungeons, 1

dust, 4
dusty, 5
dwindling, 5
dying, 10

eccentric, 4








egregious, 6


elimination, 6


embarrass, 2
embarrassing, 6

embarrassment, 4
embattled, 8

embroiled, 10

emergency, 262
emphatic, 4

emptiness, 2


endanger, 8
enemies, 2
enemy, 3




enjoin, 5


enraged, 1



entanglement, 1

entrapment, 1
envious, 3




erase, 6
erode, 1
erodes, 1
erosion, 6
err, 18

erratic, 1

erroneous, 3
erroneously, 1
error, 158
errors, 39



estranged, 5
evade, 1
evasion, 1
evasive, 1
evil, 19

evils, 1

exacerbate, 5









exasperation, 1
excessive, 27
excessively, 8
exclusion, 8



excuse, 31
excuses, 5

exhaust, 9
exhausted, 6
exhaustion, 4




exorbitant, 19



expensive, 102
expire, 40
expired, 44
explode, 2
exploit, 14
exploitation, 1
explosive, 3








extortion, 1
extraneous, 1



extremism, 1
extremist, 4
extremists, 4


fabricate, 1
fabrication, 7


fail, 55
failed, 261
failing, 84
fails, 50
failure, 213
failures, 3



fake, 8
fall, 253





fallen, 44
falling, 54
fallout, 22
falls, 75
false, 49

falsely, 4

falter, 1




fanatical, 2




far-fetched, 2










fat, 25


fatal, 6


fatally, 3


fateful, 1


fatigue, 5


fatty, 1



fault, 21
faults, 1
faulty, 14

faze, 1
fear, 92
fearful, 16

fears, 42


feeble, 1




fell, 161





fever, 7


fiasco, 1



fiction, 7




fiend, 1

fierce, 9




finicky, 1

fist, 1


flagging, 9


flair, 6

flak, 1
flake, 1




flare, 2





flaw, 2
flawed, 35
flaws, 9
flee, 2

fleeing, 2


fleeting, 1

flicker, 2

flickers, 1











fool, 125
fooled, 1
foolhardy, 1
foolish, 6
foolishly, 7

forbid, 4
forbidden, 1

forceful, 9


forfeit, 1
forged, 7



forlorn, 1


forsaken, 1

foul, 3


fractious, 2


fragile, 10
fragmented, 3
frail, 3
frantic, 2
frantically, 1

fraud, 37
fraudulent, 6
fraught, 4


freak, 3
freaking, 11



freeze, 48
freezes, 2
freezing, 5
frenetic, 2

frenzied, 1
frenzy, 5
fret, 5

frets, 1
friction, 3

fried, 8




frightening, 5
frighteningly, 1



frost, 7

froze, 2
frozen, 31


frustrate, 5
frustrated, 8

frustrating, 4

frustration, 17

fuck, 12
fucking, 5
fudge, 1
fugitive, 1
full-blown, 3



fumes, 2
fundamentalism, 1


funny, 41
furious, 9
furiously, 1
furor, 1
fury, 2




futile, 1

futility, 1
fuzzy, 9
gabble, 1




gall, 1
galling, 1




garbage, 8















giddy, 3





glare, 1

glib, 1

glitch, 4
glitches, 7

gloom, 3
gloomy, 5


glut, 4



god-awful, 1
goof, 1
goofy, 1

gossip, 3


graft, 5


grate, 1
grating, 1

greasy, 3
greed, 10
greedy, 16

grievance, 1
grievances, 1



grievously, 1
grim, 6

grind, 2

gripes, 1
grisly, 2

gross, 116
grossly, 11


















grumpy, 2

guilt, 1

guilty, 28
gullible, 1

gutter, 2
hack, 3
hacks, 2







hamper, 8
hampered, 5

hang, 58
hangs, 8
haphazard, 2
hapless, 2
harangue, 1

harassed, 2

harassment, 8
harboring, 1

hard, 495
hard-hit, 1


hardball, 3
harden, 1
hardened, 1


hardliner, 1

hardship, 6

harm, 72
harmed, 3
harmful, 11





harsh, 15


hassle, 5

hassles, 1
haste, 6
hastily, 5
hasty, 1
hate, 33
hated, 1





hates, 3




haunt, 6
haunting, 1
havoc, 11
hawkish, 2

hazard, 3
hazardous, 17
haze, 11
hazy, 1

headache, 8
headaches, 2







heck, 11



hectic, 3
hedge, 122


hefty, 16




hell, 43



helpless, 6
helplessly, 3




hesitant, 14




high-priced, 6

hinder, 8
hindrance, 1



ho-hum, 1

hoax, 3

hogs, 14
hollow, 4






horde, 4


horrible, 4

horrific, 5
horrified, 1




hostage, 10
hostile, 22

hostility, 1
hotbeds, 1



hubris, 1

hum, 6
humid, 1


humiliation, 2
humming, 2
hung, 23
hurt, 89


hurting, 15
hurts, 4

hype, 2

hypocrisy, 1


hypocritical, 1




hysterically, 2



idiot, 1
idiotic, 3


idle, 16




ignorance, 11
ignorant, 1
ignore, 45




ill-fated, 1










illegal, 32
illegally, 12
illegitimate, 1


illness, 3



illusion, 6
illusions, 2


imbalance, 61

imbroglio, 13


imminence, 1





immoral, 2



impair, 7
impaired, 1
impasse, 9
impatience, 1
impatient, 4

impeach, 3

impede, 5
impediment, 2
impending, 14

imperfect, 1




imperil, 1


impermissible, 2





impinge, 1





implication, 16






impose, 134

imposing, 29
imposition, 4
impossible, 59

impossibly, 1
impotent, 1

impoverished, 1
impractical, 1





imprisonment, 3

improbable, 3

improper, 9
improperly, 28


imprudent, 3









inability, 50
inaccuracies, 1
inaccuracy, 4
inaccurate, 1

inaction, 11
inactive, 2

inadequate, 13







inappropriate, 12
inappropriately, 1



inattentive, 1

incapable, 2




incessant, 1
incessantly, 1



inclement, 1










incompetence, 2
incompetent, 5

incomplete, 11

incomprehensible, 1

inconceivable, 1










inconsistencies, 2
inconsistency, 1
inconsistent, 23



inconvenience, 17

incorrect, 25
incorrectly, 9








indecision, 1
indecisive, 2







indifference, 1
indifferent, 11

indignant, 2














indulge, 1
ineffective, 7

ineffectiveness, 1
ineffectual, 3




inefficiency, 1
inefficient, 13
inefficiently, 1


ineligible, 6


inept, 4




inequitable, 2

inequities, 1

inescapably, 2

inevitable, 6
inevitably, 8
inexcusable, 3



inexperience, 4
inexperienced, 2






infamous, 10

infamy, 3

infection, 2

inferior, 9









inflame, 1

inflammatory, 3

inflated, 23
inflationary, 5
inflexible, 1


infringe, 3
infringement, 1


infuriated, 3





inhibit, 3






inimical, 1




injure, 1

injury, 34


innuendo, 1
inoperable, 2

inordinate, 1
inordinately, 1
insane, 4



insecure, 1
insecurity, 3

insensitive, 8


insidious, 1


insignificant, 1






insinuation, 5




insolvent, 4

instability, 7










insufficient, 42

insular, 4
insult, 13

insulting, 1




insurmountable, 1




intense, 23
interfere, 13
interference, 7
interferes, 3
intermittent, 9
interrupt, 3
interruption, 9
interruptions, 15



intimidation, 1


intolerance, 1




intrude, 2
intrusion, 2
intrusive, 4

inundated, 2

invalid, 3
invalidate, 3







invisible, 15
involuntarily, 2
involuntary, 17



ire, 9

irked, 3






ironic, 5


ironies, 6
irony, 12

irrational, 6












irregular, 1

irrelevance, 2
irrelevant, 5
irreparable, 13




irresponsible, 14








irritated, 4
irritating, 3


isolate, 7
isolated, 8
isolation, 3
issue, 1242
issues, 1095
itch, 3





jam, 12


jealous, 3


jealousy, 2




jeopardize, 14
jeopardy, 5
jerk, 2
jerky, 2

jitters, 2
jittery, 4

jobless, 17
joke, 5

jolt, 5




junk, 22





kill, 66
killed, 26
killer, 2
killing, 32

kills, 6

knife, 2
knock, 13
knotted, 1


lack, 188
lackadaisical, 1
lacked, 9


lacking, 17
lackluster, 6
lacks, 20

lag, 15
lagged, 1
lagging, 4


laid-off, 9


lame, 1










lapse, 8
lapsed, 1


last-ditch, 2





lawbreaking, 4
lawless, 2

layoff, 3

lazy, 6
leak, 7
leakage, 3

leaking, 2
leaks, 3

lech, 2





leery, 3

lemon, 9
lengthy, 33



lethal, 1

lethargy, 1
lewd, 3


liability, 144
liable, 41





lie, 13
lied, 3

lies, 46
life-threatening, 3

limit, 268
limitation, 31
limitations, 31
limited, 500
limits, 189



little-known, 3


loath, 1





lone, 26

lonely, 7

lonesome, 1
long-time, 8



loophole, 2
loopholes, 4
loose, 29


lose, 122
loser, 2
losers, 9
loses, 8
losing, 72
loss, 264
losses, 93
lost, 240
loud, 15
louder, 1
lousy, 6



lowly, 4
ludicrous, 1



lull, 2



lurch, 1
lure, 7


lurking, 2
lying, 5

mad, 30





madman, 2
madness, 6










malice, 4
malicious, 2










mania, 5


manic, 1
manipulate, 28
manipulation, 66


mar, 26
marginal, 19
marginally, 1


mashed, 2
massacre, 1

matte, 1



meager, 3
meaningless, 1

measly, 2


mediocre, 2




meltdown, 13

menacing, 1






mess, 42
messed, 4

messing, 1

midget, 1




mirage, 22
mire, 1











miscellaneous, 10



misconception, 1





miserable, 1

miserably, 1

miserly, 1
misery, 4






misguided, 4








misleading, 7






misread, 2
misreading, 1
misrepresent, 2
misrepresentation, 9
miss, 155
missed, 74
misses, 9


mistake, 54
mistaken, 2

mistakes, 8






misunderstand, 4
misunderstanding, 9
misunderstandings, 1

misuse, 1



mocked, 4

mockery, 3
mocking, 2






monster, 10


monstrous, 1

moody, 59
moot, 4

morbid, 1



moribund, 3



mortification, 1
mortified, 1

mortifying, 1

motley, 147
mourn, 4



muddle, 1
muddy, 3




mundane, 2
murder, 11



murky, 2



mysterious, 7
mysteriously, 6
mystery, 5

myth, 6
nag, 4
nagging, 1
naive, 4
naively, 1
narrower, 2


nasty, 9






nebulous, 2

needless, 8
needlessly, 1
needy, 5


negate, 5

negative, 116
negatives, 1
negativity, 1
neglect, 4
neglected, 7
negligence, 35
negligent, 3


nervous, 25

nervousness, 4






nightmare, 2
nightmarish, 1



noise, 7
noises, 4

noisy, 7

nonexistent, 1

nonsense, 1


notorious, 11
notoriously, 6




object, 32
objection, 32
objectionable, 4
objections, 53


obliterated, 1
oblivious, 1


obscene, 15

obscenity, 8
obscure, 10


obscurity, 1
obsess, 1



obsolete, 3
obstacle, 11
obstinate, 6

obstruct, 2

obstructing, 3
obstruction, 1







odd, 9




oddly, 2
odor, 1
offence, 2
offend, 2
offender, 6
offending, 3
offenses, 4
offensive, 10



ominous, 5
ominously, 1
omission, 4
omit, 4
one-sided, 7
onerous, 13

onslaught, 2

opponent, 9
opportunistic, 1
oppose, 91
opposition, 132







ordeal, 2


outbreak, 1



outcry, 6

outmoded, 1
outrage, 5
outraged, 10
outrageous, 15
outrageously, 1


outsider, 4













overblown, 5

overdone, 3
overdue, 17



overloaded, 6
overlook, 4
overpaid, 2



overpriced, 2


overrun, 4

oversight, 46
oversights, 7

oversimplified, 1



overstated, 3




overthrow, 1

overturn, 17

overwhelm, 1
overwhelmed, 8
overwhelming, 11
overwhelmingly, 6
overwhelms, 1
overzealous, 1


pain, 39
painful, 19


pains, 5
pale, 1
pales, 1
paltry, 2
pan, 18


pandering, 1

panic, 21

panicked, 3
panicking, 1




paralyzed, 2
paranoia, 1
paranoid, 1

pariah, 2
parody, 3

partisan, 36


passive, 4







payback, 14
peculiar, 3




peeved, 2


penalize, 8
penalty, 109


perfunctory, 4
peril, 4
perilous, 7
perilously, 3



perplexed, 1
perplexing, 1


persecution, 1




perturbed, 3
pervasive, 7
perverse, 6






pessimism, 2
pessimistic, 9






petty, 2
phobia, 1

phony, 3
picket, 2
picketed, 3
picketing, 1


pig, 21
pigs, 2
pillage, 1


pinch, 5
pique, 3

pitiful, 2
pitifully, 1


pittance, 2
pity, 2

plague, 5


plea, 17
pleas, 21

plight, 10
plot, 5
plotters, 1
ploy, 2




poison, 9






pollute, 2
polluter, 1



poor, 235
poorer, 3
poorest, 3
poorly, 4
posturing, 6

poverty, 3
powerless, 3



precarious, 3
precariously, 2
precipitate, 11
precipitous, 1
predatory, 6
predicament, 3
prejudge, 2
prejudice, 18



preoccupy, 2





pretend, 2
pretense, 2



pricey, 3
pricier, 2





primitive, 3
prison, 16
prisoner, 1
problem, 501
problematic, 11
problems, 426


procrastination, 1
profane, 1

prohibit, 15
prohibitive, 1

propaganda, 3

proprietary, 50
prosecute, 18
protest, 43
protested, 8
protesting, 6
protests, 43
protracted, 6


provoke, 3
pry, 1



punch, 9
punish, 10

punitive, 10




puzzled, 4

puzzling, 2


qualms, 1

quarrel, 8


quarrels, 2

quash, 10

questionable, 16



rabid, 2

racist, 1


radical, 13

radically, 4

rage, 6

raging, 9
rail, 26

rampage, 1
rampant, 6

rancor, 2






rants, 2
rape, 14
raped, 4

rascal, 1

rash, 8
rattle, 4






rebuff, 2
rebuke, 1
recalcitrant, 3

recession, 31

reckless, 3
recklessly, 1
recklessness, 2



redundant, 1
refusal, 54
refuse, 35
refused, 172
refuses, 37
refusing, 36
refutation, 2
refute, 7
refuted, 6
refutes, 4
refuting, 2

regression, 4

regret, 9



regrets, 2



reject, 85
rejected, 158
rejecting, 11
rejection, 28
rejects, 63

relentless, 1


reluctance, 20
reluctant, 36







renounce, 2








repression, 1







repudiation, 4







repulsive, 1


resent, 4

resentment, 3
resignation, 57
resigned, 48
resistance, 96


restrict, 26
restricted, 36
restriction, 7
restrictive, 3

retaliate, 6
retaliatory, 3
retard, 2
retarded, 1

retards, 1
reticent, 2
retract, 6
retreat, 18
retreated, 3
revenge, 4


revert, 14


revoke, 17
revolt, 3





rhetoric, 46
rhetorical, 2



ridiculous, 11
ridiculously, 2
rife, 1
rift, 10

rigid, 6




rip, 9


ripped, 5
risk, 850
risks, 138
risky, 10
rival, 29
rivalry, 2
roadblocks, 2
rocky, 16
rogue, 1
rollercoaster, 6
rot, 1
rotten, 2
rough, 42


rude, 3
rue, 2


ruin, 4
ruined, 8

ruinous, 1
ruins, 6

rumor, 17
rumors, 14
rumours, 1


runaway, 22

rust, 1

rusty, 25

ruthless, 2



sabotage, 1

sacrificed, 3
sad, 8

sadly, 1
sadness, 4
sag, 2
sagged, 1
sagging, 2




sap, 57
sarcasm, 1

sarcastically, 1



satirical, 2

savage, 1




scam, 4
scams, 1
scandal, 6


scandalous, 1

scandals, 4


scant, 6
scapegoat, 8
scar, 2
scarce, 10
scarcely, 5
scarcity, 6
scare, 18
scared, 10





scary, 13
scathing, 1

sceptical, 3
scoff, 1


scolded, 1


scorching, 5

scorn, 2
scornful, 1




scramble, 8
scrambled, 1
scrambles, 5
scrambling, 5
scrap, 18
scratch, 6

scratches, 1

scream, 4


screwed, 2

screwy, 3






secretive, 3



seething, 1


self-defeating, 1


self-interest, 2



selfish, 6



senile, 3



seriousness, 5


set-up, 34
setback, 16
setbacks, 3
sever, 2
severe, 83
severity, 2




shake, 20
shaky, 4
shallow, 11
sham, 1
shambles, 3
shame, 1






shark, 3
sharply, 59
shatter, 5






shit, 16

shock, 21
shocked, 12
shocking, 3
shockingly, 1


shortage, 100


shortcomings, 8

shortsighted, 1

showdown, 9







shrug, 3
shun, 3
shunned, 1
sick, 26







siege, 1

silly, 9
simplistic, 6

sin, 3




sink, 17
sinking, 3
skeletons, 2

skeptical, 25

skepticism, 17
sketchy, 2
skimpy, 1
skinny, 4
skittish, 1


slack, 4





slap, 32
slashing, 7

slaughtered, 1


sleazy, 1



slogging, 2






sloppy, 1
sloth, 1

slow, 82
slow-moving, 3
slowed, 42
slower, 17

slowly, 19




sluggish, 7
slump, 14
slumping, 3



sluts, 2

smack, 1

smash, 1
smear, 2
smell, 6


smells, 5
smelly, 3

smoke, 9


smoldering, 1
smother, 5




smudges, 1







snag, 2


snags, 4





sneak, 2










snub, 1



sober, 2
sobering, 3



sore, 1
sorely, 8




sorry, 182
sour, 5

spade, 3


spew, 7

spewing, 4
spews, 1
spilling, 2


spite, 16




split, 99
splitting, 13
spoil, 1


spoiled, 4


spook, 1







sporadic, 2
spotty, 2
spurious, 1



squabbling, 4
squander, 4
squash, 4
squeak, 1

squeaky, 1

squealing, 2
squeals, 2

stab, 13
stagnant, 3

stagnation, 1
staid, 3
stain, 14
stains, 1
stale, 1
stalemate, 5
stall, 3
stalls, 3

stampede, 3
standstill, 15
stark, 11


startling, 3



static, 8
steal, 9
stealing, 6
steals, 2
steep, 31
steeply, 1

stereotype, 1

stereotypically, 2
stern, 8

sticky, 9
stiff, 12

stifle, 1







stingy, 2


stodgy, 5
stole, 2
stolen, 19


stormy, 2


strain, 17
strained, 5
straining, 5
strange, 12
strangely, 1
stranger, 6



strenuous, 1
stress, 28
stresses, 3
stressful, 1

stricken, 1
strict, 25
strictly, 179


strife, 2
strike, 138
stringent, 12
stringently, 1
struck, 44
struggle, 24
struggled, 12
struggles, 6
struggling, 50
strut, 1
stubborn, 1
stubbornly, 6
stubbornness, 1
stuck, 47
stuffy, 1
stumble, 6


stump, 1

stumps, 2



stupid, 16

stupidity, 5









stymied, 1
sub-par, 2
subdued, 4
subjected, 27




subordinate, 17
subpoena, 152
subpoenas, 47


substandard, 5
subtract, 2





suck, 2
sucked, 8
sucker, 1
sucks, 8

sue, 148
sued, 31

sues, 2
suffer, 44
suffered, 31


suffering, 42
suffers, 11
suffocate, 2




suicide, 4




sunk, 2
sunken, 2
superficial, 1





suppress, 2
suppression, 1
surrender, 12
susceptible, 2
suspect, 60
suspicion, 6
suspicions, 4
suspicious, 11
suspiciously, 2

swamped, 7
sweaty, 1

swelling, 4




symptoms, 1




tainted, 1

tangle, 4
tangled, 3

tank, 52
tanked, 1
tanks, 25

tardy, 2
tarnish, 1
tarnished, 1



taunt, 1


taunts, 2


taxing, 8
tease, 35
teasingly, 1
tedious, 1


temper, 6

temptation, 4

tense, 4
tension, 12
tentative, 18
tentatively, 19
tenuous, 4

tepid, 3
terrible, 12

terribly, 10
terror, 5

terrorism, 4
terrorize, 3

testy, 1


thankless, 1

thirst, 1
thorny, 3
thoughtless, 1


thrash, 3
threat, 108
threaten, 34
threatening, 33
threats, 27





throttle, 1


thumbs-down, 2
thwart, 1








tired, 31

tiring, 1


toll, 56

topple, 4





tortured, 1


torturous, 1


touchy, 3

tout, 3
touted, 5
touts, 3
toxic, 9

tragedy, 5
tragic, 4
tragically, 5




trample, 4


trap, 8

trapped, 14
trash, 7
trashed, 1







travesty, 1
treacherous, 1




trick, 5
tricked, 1

tricky, 3
trivial, 1

trouble, 78
troubled, 48

troubles, 15
troublesome, 2

troubling, 19


tumble, 3
tumbled, 3

tumultuous, 1
turbulent, 5
turmoil, 12
twist, 9
twisted, 4
twists, 2







uglier, 1


ugly, 9

ultimatum, 2
ultimatums, 18


unable, 306
unacceptable, 9





unaffordable, 1

unattractive, 1

unavailable, 14
unavoidably, 1
unbearable, 4

unbelievable, 9
unbelievably, 3

uncertain, 35



unclear, 62

uncomfortable, 19
uncomfortably, 3

uncompetitive, 1



unconstitutional, 9
uncontrolled, 3
unconvincing, 1





undefined, 7


undercut, 4

undercutting, 1

underestimate, 1
underlings, 1
undermine, 25
undermined, 8
undermines, 1
undermining, 9




undetermined, 2




undone, 3
undue, 17
unease, 3

uneasiness, 1
uneasy, 2
uneconomical, 2

unequal, 1
unethical, 1
uneven, 4

unexpected, 24
unexpectedly, 9

unfairly, 7


unfamiliar, 7
unfavorable, 12

unfinished, 2

unforeseen, 1
unforgiving, 1
unfortunate, 13
unfortunately, 59



unfunded, 1




unhappy, 21
unhealthy, 2





uninformed, 1
uninsured, 9



unjust, 17

unjustifiably, 2
unjustified, 3
unjustly, 3


unknown, 44


unlawful, 7


unleash, 1

unlikely, 94

unmoved, 6


unnecessary, 26
unneeded, 5

unnerved, 3
unnerving, 3

unnoticed, 2



unpleasant, 10

