Term, Frequency
overwhelming, 3
overwhelmingly, 2




pain, 4
painful, 2

painfully, 2
pains, 1



pan, 2




panic, 3

panicked, 1
panicking, 1





paranoia, 2





partisan, 2




pathetic, 1


paucity, 1


payback, 2








penalize, 2
penalty, 25



peril, 2

perilously, 1



perplexed, 1










perverse, 1







pessimistic, 6









phony, 1





pig, 4
pigs, 8



























poison, 1











poor, 32


poorly, 3







precarious, 4
precariously, 1


predatory, 2


prejudice, 2









pretend, 1




pricey, 2







prison, 2

problem, 137
problematic, 2
problems, 145


procrastination, 4
profane, 2

prohibit, 31




proprietary, 8
prosecute, 1
protest, 10
protested, 2
protesting, 5
protests, 6
protracted, 1

provocative, 1
provoke, 2




punch, 1

punishable, 2
punitive, 8


















questionable, 2





racist, 1


radical, 1



rage, 1


rail, 13


rampant, 6


randomly, 4
rankle, 1

ranted, 1






rascal, 1













recession, 2




recoil, 1

redundancy, 1
redundant, 2
refusal, 6
refuse, 10
refused, 23
refuses, 5
refusing, 25












regrets, 1



reject, 11
rejected, 33
rejecting, 6
rejection, 7
rejects, 6


relentlessly, 1

reluctance, 3
reluctant, 12

remorse, 1






















repudiation, 2










resent, 2


resignation, 9
resigned, 8
resistance, 3


restrict, 13
restricted, 24
restriction, 7
restrictive, 2




retarded, 1



retract, 1
retreat, 1




revert, 7


revoke, 3






rhetoric, 7


ridicule, 1

ridiculous, 1
ridiculously, 1
rife, 2


rigid, 2








risk, 327
risks, 40
risky, 3
rival, 2

roadblocks, 1
rocky, 11




rough, 20


rude, 1
rue, 3

ruffle, 2
ruin, 2



ruins, 1

rumor, 7
rumors, 7



runaway, 1



rusty, 26







sacrificed, 1
sad, 1

sadly, 1








sap, 25








savage, 6






scandal, 1







scant, 1




scarcity, 1

scared, 4




scars, 1
scary, 4














scoundrel, 1


scramble, 2
scrambled, 1

scrambling, 2
scrap, 3
scratch, 4
scratched, 1





screwed, 3











seethe, 1








self-serving, 1



selfishness, 1





seriousness, 1


set-up, 12
setback, 1
setbacks, 1
sever, 1
severe, 8
severity, 1




shake, 2
shaky, 2










shark, 6
sharply, 12







shit, 4

shock, 4
shocked, 3
shocking, 2



shortage, 28


shortcomings, 1










shrouded, 1



sick, 17









silly, 1


sin, 1




sink, 1








skinny, 1



slack, 2





slap, 1



















slow, 9

slowed, 4
slower, 4
slowest, 8
slowly, 1










sluts, 1

smack, 2



smell, 4
smelled, 4

smells, 1



















snag, 1








sneak, 1














sober, 2










sorry, 90
sour, 2








spilling, 2


spite, 5




split, 20
splitting, 2















spotty, 1






squash, 1
squeak, 1






stab, 8
stagnant, 2





stale, 1


stalls, 1



stark, 3


startling, 2



static, 1
steal, 2
stealing, 1

steep, 4








stiff, 1






sting, 1







stolen, 3






strained, 3
straining, 2
strange, 3

stranger, 2



strenuous, 1
stress, 17




strict, 10
strictly, 90



strike, 23
stringent, 4

struck, 5
struggle, 4
struggled, 3
struggles, 4
struggling, 4




stuck, 7





stumped, 1




stupid, 4






